7 15.0 1650 1000 15824 BB'
Streamlined uplands,linear,,#e79a64,39
21527.999999999865 -2684.5048863070692
21540.99999999987 -2681.1033797768428
21553.999999999884 -2689.880580312068
21566.999999999887 -2697.4042899800506
21579.9999999999 -2689.222892830149
21592.999999999905 -2703.1139436497724
21605.99999999992 -2712.6243750943036
21618.999999999924 -2718.7088228507637
21631.999999999938 -2719.9232237850306
21644.99999999994 -2717.3651772582225
21657.999999999956 -2720.1115728282793
21670.99999999996 -2727.925228847854
21683.999999999975 -2736.4858623140512
21696.999999999978 -2737.4843507617047
21709.999999999993 -2767.493938643182
21722.999999999996 -2789.348460489661
21736.00000000001 -2805.693984295235
21748.999999999858 -2798.503252535829
21761.999999999873 -2793.051489809289
21774.999999999876 -2803.0420805461818
21787.99999999989 -2814.1906162666683
21800.999999999894 -2843.7772213108174
21813.99999999991 -2860.987043816905
21826.999999999913 -2865.667014301371
21839.999999999927 -2871.0185831614317
21852.99999999993 -2877.033808316635
21865.999999999945 -2872.8614746176804
21878.99999999995 -2874.062054376884
21891.999999999953 -2875.232953064849
21904.999999999967 -2877.098501396963
21917.99999999998 -2879.19338711963
21930.999999999985 -2880.674454337942
21943.99999999999 -2882.902392464222
21957.000000000004 nan
21970.00000000002 nan
21983.000000000022 nan
21996.000000000025 -2923.758776264755
22008.999999999884 -2929.8317412563624
22021.999999999887 -2935.725373881498
22034.9999999999 -2940.726675446267
22047.999999999905 -2945.0220897636123
22060.99999999992 -2949.5057301064817
22073.999999999924 -2955.192090639008
22086.999999999938 -2957.914300761659
22099.99999999994 -2963.405406176331
22112.999999999956 -2968.8647055041733
22125.99999999996 -2974.261339889386
22138.999999999975 -2976.4034315132362
22151.999999999978 -2980.931697562178
22164.999999999993 -2994.072180748564
22177.999999999996 -3008.327466253517
22191.00000000001 -3015.709708958559
22204.000000000015 nan
22217.00000000003 nan
22230.000000000033 nan
22243.000000000047 nan
22255.999999999894 nan
22268.999999999898 nan
22281.999999999913 nan
22294.999999999927 nan
22307.99999999993 nan
22320.999999999935 nan
22333.99999999995 nan
22346.999999999964 nan
22359.999999999967 nan
22372.99999999997 nan
22385.999999999985 nan
22399.0 nan
22412.000000000004 nan
22425.000000000007 nan
22438.000000000022 nan
22451.000000000025 nan
22464.00000000004 nan
22477.000000000044 nan
22490.00000000006 nan
22503.000000000062 nan
22515.99999999992 nan
22528.999999999924 nan
22541.999999999938 nan
22554.99999999994 nan
22567.999999999956 nan
22580.99999999996 nan
22593.999999999975 nan
22606.999999999978 nan
22619.999999999993 nan
22632.999999999996 nan
22646.00000000001 nan
22659.000000000015 nan
22672.00000000003 nan
22685.000000000033 nan
22698.000000000036 nan
22711.00000000005 nan
22724.000000000065 nan
22737.00000000007 nan
22750.000000000073 nan
22762.99999999993 nan
22775.999999999945 nan
22788.99999999995 nan
22801.999999999953 nan
22814.999999999967 nan
22827.99999999998 nan
22840.999999999985 nan
22853.99999999999 nan
22867.000000000004 nan
22880.000000000007 nan
22893.000000000022 nan
22906.000000000025 nan
22919.00000000004 nan
22932.000000000044 nan
22945.00000000006 nan
22958.000000000062 nan
22971.000000000076 nan
22984.00000000008 nan
22997.000000000095 nan
23010.0000000001 nan
23022.999999999956 nan
23035.99999999996 nan
23048.999999999975 nan
23061.999999999978 nan
23074.999999999993 nan
23087.999999999996 nan
23101.00000000001 nan
23114.000000000015 nan
23127.00000000002 nan
23140.000000000033 nan
23153.000000000047 nan
23166.00000000005 nan
23179.000000000055 nan
23192.00000000007 nan
23205.000000000084 nan
23218.000000000087 nan
23231.00000000009 nan
23244.000000000106 nan
23257.00000000012 nan
23270.000000000124 nan
23282.99999999997 nan
23295.999999999985 nan
23308.99999999999 nan
23322.000000000004 nan
23335.000000000007 nan
23348.000000000022 nan
23361.000000000025 nan
23374.00000000004 nan
23387.000000000044 nan
23400.00000000006 nan
23413.000000000062 nan
23426.000000000076 nan
23439.00000000008 nan
23452.000000000095 nan
23465.0000000001 nan
23478.000000000113 nan
23491.000000000116 nan
23504.00000000013 nan
23517.000000000135 nan
23529.999999999993 nan
23542.999999999996 nan
23556.0 nan
23569.000000000015 nan
23582.00000000003 nan
23595.000000000033 nan
23608.000000000036 nan
23621.00000000005 nan
23634.000000000065 nan
23647.00000000007 nan
23660.000000000073 nan
23673.000000000087 nan
23686.000000000102 nan
23699.000000000106 nan
23712.00000000011 nan
23725.000000000124 nan
23738.000000000127 nan
23751.000000000142 nan
23764.000000000146 nan
23777.00000000016 nan
23790.000000000007 nan
23803.000000000022 nan
23816.000000000025 nan
23829.00000000004 nan
23842.000000000044 nan
23855.00000000006 nan
23868.000000000062 nan
23881.000000000076 nan
23894.00000000008 nan
23907.000000000095 nan
23920.0000000001 nan
23933.000000000113 nan
23946.000000000116 nan
23959.00000000013 nan
23972.000000000135 nan
23985.00000000014 nan
23998.000000000153 nan
24011.000000000167 nan
24024.00000000017 nan
24037.00000000002 nan
24050.000000000033 nan
24063.000000000047 nan
24076.00000000005 nan
24089.000000000055 nan
24102.00000000007 nan
24115.000000000084 nan
24128.000000000087 nan
24141.00000000009 nan
24154.000000000106 nan
24167.00000000011 nan
24180.000000000124 nan
24193.000000000127 nan
24206.000000000142 nan
24219.000000000146 nan
24232.00000000016 nan
24245.000000000164 nan
24258.00000000018 nan
24271.000000000182 nan
24284.000000000196 nan
24297.000000000044 nan
24310.00000000006 nan
24323.000000000062 nan
24336.000000000076 nan
24349.00000000008 nan
24362.000000000095 nan
24375.0000000001 nan
24388.000000000113 nan
24401.000000000116 nan
24414.00000000012 nan
24427.000000000135 nan
24440.00000000015 nan
24453.000000000153 nan
24466.000000000156 nan
24479.00000000017 nan
24492.000000000186 nan
24505.00000000019 nan
24518.000000000193 nan
24531.000000000207 nan
24544.000000000065 nan
24557.00000000007 nan
24570.000000000073 nan
24583.000000000087 nan
24596.00000000009 nan
24609.000000000106 nan
24622.00000000011 nan
24635.000000000124 nan
24648.000000000127 nan
24661.000000000142 nan
24674.000000000146 nan
24687.00000000016 nan
24700.000000000164 nan
24713.00000000018 nan
24726.000000000182 nan
24739.000000000196 nan
24752.0000000002 nan
24765.000000000215 nan
24778.00000000022 nan
24791.000000000233 nan
24804.00000000008 nan
24817.000000000095 nan
24830.0000000001 nan
24843.000000000102 nan
24856.000000000116 nan
24869.00000000013 nan
24882.000000000135 nan
24895.00000000014 nan
24908.000000000153 nan
24921.000000000167 nan
24934.00000000017 nan
24947.000000000175 nan
24960.00000000019 nan
24973.000000000204 nan
24986.000000000207 nan
24999.00000000021 nan
25012.000000000226 nan
25025.00000000023 nan
25038.000000000244 nan
25051.00000000009 nan
25064.000000000106 nan
25077.00000000011 nan
25090.000000000124 nan
25103.000000000127 nan
25116.000000000142 nan
25129.000000000146 nan
25142.00000000016 nan
25155.000000000164 nan
25168.00000000018 nan
25181.000000000182 nan
25194.000000000196 nan
25207.0000000002 nan
25220.000000000215 nan
25233.00000000022 nan
25246.000000000233 nan
25259.000000000236 nan
25272.00000000024 nan
25285.000000000255 nan
25298.00000000027 nan
25311.000000000116 nan
25324.00000000012 nan
25337.000000000135 nan
25350.00000000015 nan
25363.000000000153 nan
25376.000000000156 nan
25389.00000000017 nan
25402.000000000186 nan
25415.00000000019 nan
25428.000000000193 nan
25441.000000000207 nan
25454.00000000021 nan
25467.000000000226 nan
25480.00000000023 nan
25493.000000000244 nan
25506.000000000247 nan
25519.000000000262 nan
25532.000000000266 nan
25545.00000000028 nan
25558.000000000127 nan
25571.000000000142 nan
25584.000000000146 nan
25597.00000000016 nan
25610.000000000164 nan
25623.00000000018 nan
25636.000000000182 nan
25649.000000000196 nan
25662.0000000002 nan
25675.000000000215 nan
25688.00000000022 nan
25701.000000000222 nan
25714.000000000236 nan
25727.00000000025 nan
25740.000000000255 nan
25753.00000000026 nan
25766.000000000273 nan
25779.000000000287 nan
25792.00000000029 nan
25805.000000000295 nan
25818.000000000153 nan
25831.000000000167 nan
25844.00000000017 nan
25857.000000000175 nan
25870.00000000019 nan
25883.000000000193 nan
25896.000000000207 nan
25909.00000000021 nan
25922.000000000226 nan
25935.00000000023 nan
25948.000000000244 nan
25961.000000000247 nan
25974.000000000262 nan
25987.000000000266 nan
26000.00000000028 nan
26013.000000000284 nan
26026.0000000003 nan
26039.000000000302 nan
26052.000000000317 nan
26065.00000000032 nan
26078.00000000018 nan
26091.000000000182 nan
26104.000000000196 nan
26117.0000000002 nan
26130.000000000204 nan
26143.00000000022 nan
26156.000000000233 nan
26169.000000000236 nan
26182.00000000024 nan
26195.000000000255 nan
26208.00000000027 nan
26221.000000000273 nan
26234.000000000276 nan
26247.00000000029 nan
26260.000000000306 nan
26273.00000000031 nan
26286.000000000313 nan
26299.000000000327 nan
26312.00000000033 nan
26325.00000000019 nan
26338.000000000193 nan
26351.000000000207 nan
26364.00000000021 nan
26377.000000000226 nan
26390.00000000023 nan
26403.000000000244 nan
26416.000000000247 nan
26429.000000000262 nan
26442.000000000266 nan
26455.00000000028 nan
26468.000000000284 nan
26481.0000000003 nan
26494.000000000302 nan
26507.000000000317 nan
26520.00000000032 nan
26533.000000000335 nan
26546.00000000034 nan
26559.000000000342 nan
26572.000000000357 nan
26585.000000000215 nan
26598.00000000022 nan
26611.000000000222 nan
26624.000000000236 nan
26637.00000000025 nan
26650.000000000255 nan
26663.00000000026 nan
26676.000000000273 nan
26689.000000000287 nan
26702.00000000029 nan
26715.000000000295 nan
26728.00000000031 nan
26741.000000000313 nan
26754.000000000327 nan
26767.00000000033 nan
26780.000000000346 nan
26793.00000000035 nan
26806.000000000364 nan
26819.000000000367 nan
26832.000000000382 nan
26845.00000000023 nan
26858.000000000244 nan
26871.000000000247 nan
26884.000000000262 nan
26897.000000000266 nan
26910.00000000028 nan
26923.000000000284 nan
26936.0000000003 nan
26949.000000000302 nan
26962.000000000317 nan
26975.00000000032 nan
26988.000000000324 nan
27001.00000000034 nan
27014.000000000353 nan
27027.000000000357 nan
27040.00000000036 nan
27053.000000000375 nan
27066.00000000039 nan
27079.000000000393 nan
27092.00000000024 nan
27105.000000000255 nan
27118.00000000027 nan
27131.000000000273 nan
27144.000000000276 nan
27157.00000000029 nan
27170.000000000295 nan
27183.00000000031 nan
27196.000000000313 nan
27209.000000000327 nan
27222.00000000033 nan
27235.000000000346 nan
27248.00000000035 nan
27261.000000000364 nan
27274.000000000367 nan
27287.000000000382 nan
27300.000000000386 nan
27313.0000000004 nan
27326.000000000404 nan
27339.00000000042 nan
27352.000000000266 nan
27365.00000000028 nan
27378.000000000284 nan
27391.0000000003 nan
27404.000000000302 nan
27417.000000000306 nan
27430.00000000032 nan
27443.000000000335 nan
27456.00000000034 nan
27469.000000000342 nan
27482.000000000357 nan
27495.00000000037 nan
27508.000000000375 nan
27521.00000000038 nan
27534.000000000393 nan
27547.000000000407 nan
27560.00000000041 nan
27573.000000000415 nan
27586.00000000043 nan
27599.000000000276 nan
27612.00000000029 nan
27625.000000000295 nan
27638.00000000031 nan
27651.000000000313 nan
27664.000000000327 nan
27677.00000000033 nan
27690.000000000346 nan
27703.00000000035 nan
27716.000000000364 nan
27729.000000000367 nan
27742.000000000382 nan
27755.000000000386 nan
27768.0000000004 nan
27781.000000000404 nan
27794.00000000042 nan
27807.000000000422 nan
27820.000000000437 nan
27833.00000000044 nan
27846.000000000444 nan
27859.000000000302 nan
27872.000000000317 nan
27885.00000000032 nan
27898.000000000324 nan
27911.00000000034 nan
27924.000000000353 nan
27937.000000000357 nan
27950.00000000036 nan
27963.000000000375 nan
27976.00000000039 nan
27989.000000000393 nan
28002.000000000397 nan
28015.00000000041 nan
28028.000000000415 nan
28041.00000000043 nan
28054.000000000433 nan
28067.000000000447 nan
28080.00000000045 nan
28093.000000000466 nan
28106.000000000313 nan
28119.000000000327 nan
28132.00000000033 nan
28145.000000000346 nan
28158.00000000035 nan
28171.000000000364 nan
28184.000000000367 nan
28197.000000000382 nan
28210.000000000386 nan
28223.0000000004 nan
28236.000000000404 nan
28249.00000000042 nan
28262.000000000422 nan
28275.000000000426 nan
28288.00000000044 nan
28301.000000000455 nan
28314.00000000046 nan
28327.000000000462 nan
28340.000000000477 nan
28353.00000000049 nan
28366.00000000034 nan
28379.000000000342 nan
28392.000000000357 nan
28405.00000000037 nan
28418.000000000375 nan
28431.00000000038 nan
28444.000000000393 nan
28457.000000000397 nan
28470.00000000041 nan
28483.000000000415 nan
28496.00000000043 nan
28509.000000000433 nan
28522.000000000447 nan
28535.00000000045 nan
28548.000000000466 nan
28561.00000000047 nan
28574.000000000484 nan
28587.000000000487 nan
28600.000000000502 nan
28613.00000000035 nan
28626.000000000364 nan
28639.000000000367 nan
28652.000000000382 nan
28665.000000000386 nan
28678.0000000004 nan
28691.000000000404 nan
28704.000000000407 nan
28717.000000000422 nan
28730.000000000437 nan
28743.00000000044 nan
28756.000000000444 nan
28769.00000000046 nan
28782.000000000473 nan
28795.000000000477 nan
28808.00000000048 nan
28821.000000000495 nan
28834.00000000051 nan
28847.000000000513 nan
28860.000000000517 nan
28873.000000000375 nan
28886.00000000038 nan
28899.000000000393 nan
28912.000000000397 nan
28925.00000000041 nan
28938.000000000415 nan
28951.00000000043 nan
28964.000000000433 nan
28977.000000000447 nan
28990.00000000045 nan
29003.000000000466 nan
29016.00000000047 nan
29029.000000000484 nan
29042.000000000487 nan
29055.000000000502 nan
29068.000000000506 nan
29081.00000000052 nan
29094.000000000524 nan
29107.00000000054 nan
29120.000000000386 nan
29133.00000000039 nan
29146.000000000404 nan
29159.00000000042 nan
29172.000000000422 nan
29185.000000000426 nan
29198.00000000044 nan
29211.000000000455 nan
29224.00000000046 nan
29237.000000000462 nan
29250.000000000477 nan
29263.00000000049 nan
29276.000000000495 nan
29289.0000000005 nan
29302.000000000513 nan
29315.000000000517 nan
29328.00000000053 nan
29341.000000000535 nan
29354.00000000055 nan
29367.000000000553 nan
29380.00000000041 nan
29393.000000000415 nan
29406.00000000043 nan
29419.000000000433 nan
29432.000000000447 nan
29445.00000000045 nan
29458.000000000466 nan
29471.00000000047 nan
29484.000000000484 nan
29497.000000000487 nan
29510.000000000502 nan
29523.000000000506 nan
29536.00000000052 nan
29549.000000000524 nan
29562.000000000528 nan
29575.000000000542 nan
29588.000000000557 nan
29601.00000000056 nan
29614.000000000564 nan
29627.000000000422 nan
29640.000000000437 nan
29653.00000000044 nan
29666.000000000444 nan
29679.00000000046 nan
29692.000000000473 nan
29705.000000000477 nan
29718.00000000048 nan
29731.000000000495 nan
29744.0000000005 nan
29757.000000000513 nan
29770.000000000517 nan
29783.00000000053 nan
29796.000000000535 nan
29809.00000000055 nan
29822.000000000553 nan
29835.000000000568 nan
29848.00000000057 nan
29861.000000000586 nan
29874.00000000059 nan
29887.000000000447 nan
29900.00000000045 nan
29913.000000000466 nan
29926.00000000047 nan
29939.000000000484 nan
29952.000000000487 nan
29965.000000000502 nan
29978.000000000506 nan
29991.00000000051 nan
30004.000000000524 nan
30017.00000000054 nan
30030.000000000542 nan
30043.000000000546 nan
30056.00000000056 nan
30069.000000000575 nan
30082.00000000058 nan
30095.000000000582 nan
30108.000000000597 nan
30121.00000000061 nan
30134.000000000615 nan
30147.000000000462 nan
30160.000000000477 nan
30173.00000000048 nan
30186.000000000495 nan
30199.0000000005 nan
30212.000000000513 nan
30225.000000000517 nan
30238.00000000053 nan
30251.000000000535 nan
30264.00000000055 nan
30277.000000000553 nan
30290.000000000568 nan
30303.00000000057 nan
30316.000000000586 nan
30329.00000000059 nan
30342.000000000604 nan
30355.000000000608 nan
30368.000000000622 nan
30381.000000000626 nan
30394.000000000484 nan
30407.000000000487 nan
30420.00000000049 nan
30433.000000000506 nan
30446.00000000052 nan
30459.000000000524 nan
30472.000000000528 nan
30485.000000000542 nan
30498.000000000557 nan
30511.00000000056 nan
30524.000000000564 nan
30537.00000000058 nan
30550.000000000593 nan
30563.000000000597 nan
30576.0000000006 nan
30589.000000000615 nan
30602.00000000062 nan
30615.000000000633 nan
30628.000000000637 nan
30641.00000000065 nan
30654.0000000005 nan
30667.000000000513 nan
30680.000000000517 nan
30693.00000000053 nan
30706.000000000535 nan
30719.00000000055 nan
30732.000000000553 nan
30745.000000000568 nan
30758.00000000057 nan
30771.000000000586 nan
30784.00000000059 nan
30797.000000000604 nan
30810.000000000608 nan
30823.000000000622 nan
30836.000000000626 nan
30849.00000000063 nan
30862.000000000644 nan
30875.00000000066 nan
30888.000000000662 nan
30901.000000000666 nan
30914.000000000524 nan
30927.00000000054 nan
30940.000000000542 nan
30953.000000000546 nan
30966.00000000056 nan
30979.000000000575 nan
30992.00000000058 nan
31005.000000000582 nan
31018.000000000597 nan
31031.0000000006 nan
31044.000000000615 nan
31057.00000000062 nan
31070.000000000633 nan
31083.000000000637 nan
31096.00000000065 nan
31109.000000000655 nan
31122.00000000067 nan
31135.000000000673 nan
31148.000000000688 nan
31161.000000000535 nan
31174.00000000055 nan
31187.000000000553 nan
31200.000000000568 nan
31213.00000000057 nan
31226.000000000586 nan
31239.00000000059 nan
31252.000000000604 nan
31265.000000000608 nan
31278.00000000061 nan
31291.000000000626 nan
31304.00000000064 nan
31317.000000000644 nan
31330.000000000648 nan
31343.000000000662 nan
31356.000000000677 nan
31369.00000000068 nan
31382.000000000684 nan
31395.0000000007 nan
31408.000000000713 nan
31421.00000000056 nan
31434.000000000564 nan
31447.00000000058 nan
31460.000000000582 nan
31473.000000000597 nan
31486.0000000006 nan
31499.000000000615 nan
31512.00000000062 nan
31525.000000000633 nan
31538.000000000637 nan
31551.00000000065 nan
31564.000000000655 nan
31577.00000000067 nan
31590.000000000673 nan
31603.000000000608 nan
31616.00000000061 nan
31629.000000000626 nan
31642.00000000063 nan
31655.000000000644 nan
31668.000000000648 nan
31681.000000000662 nan
31694.000000000666 nan
31707.00000000067 nan
31720.000000000684 nan
31733.00000000062 nan
31746.000000000622 nan
31759.000000000626 nan
31772.00000000064 nan
31785.000000000655 nan
31798.00000000066 nan
31811.000000000662 nan
31824.000000000677 nan
31837.00000000069 nan
31850.000000000695 nan
31863.00000000062 nan
31876.000000000633 nan
31889.000000000637 nan
31902.00000000065 nan
31915.000000000655 nan
31928.00000000067 nan
31941.000000000673 nan
31954.000000000688 nan
31967.00000000069 nan
31980.000000000626 nan
31993.00000000063 nan
32006.000000000644 nan
32019.000000000648 nan
32032.000000000662 nan
32045.000000000666 nan
32058.00000000068 nan
32071.000000000684 nan
32084.0000000007 nan
32097.000000000702 nan
32110.000000000637 nan
32123.00000000064 nan
32136.000000000644 nan
32149.00000000066 nan
32162.000000000673 nan
32175.000000000677 nan
32188.00000000068 nan
32201.000000000695 nan
32214.00000000071 nan
32227.000000000713 nan
32240.000000000637 nan
32253.00000000065 nan
32266.000000000666 nan
32279.00000000067 nan
32292.000000000673 nan
32305.000000000688 nan
32318.00000000069 nan
32331.000000000706 nan
32344.00000000071 nan
32357.000000000724 nan
32370.000000000648 nan
32383.000000000662 nan
32396.000000000666 nan
32409.00000000068 nan
32422.000000000684 nan
32435.0000000007 nan
32448.000000000702 nan
32461.000000000717 nan
32474.00000000072 nan
32487.000000000735 nan
32500.00000000066 nan
32513.000000000673 nan
32526.000000000677 nan
32539.00000000069 nan
32552.000000000695 nan
32565.0000000007 nan
32578.000000000713 nan
32591.000000000728 nan
32604.00000000073 nan
32617.000000000735 nan
32630.00000000067 nan
32643.000000000684 nan
32656.000000000688 nan
32669.00000000069 nan
32682.000000000706 nan
32695.00000000072 nan
32708.000000000724 nan
32721.000000000728 nan
32734.000000000742 nan
32747.000000000666 nan
32760.00000000068 nan
32773.000000000684 nan
32786.0000000007 nan
32799.0000000007 nan
32812.00000000071 nan
32825.00000000071 nan
32838.00000000073 nan
32851.00000000073 nan
32864.00000000074 nan
32877.00000000067 nan
32890.000000000684 nan
32903.000000000684 nan
32916.0000000007 nan
32929.0000000007 nan
32942.00000000071 nan
32955.00000000071 nan
32968.00000000073 nan
32981.00000000073 nan
32994.00000000073 nan
33007.00000000066 nan
33020.00000000068 nan
33033.00000000068 nan
33046.00000000068 nan
33059.00000000069 nan
33072.000000000706 nan
33085.000000000706 nan
33098.000000000706 nan
33111.00000000072 nan
33124.000000000735 nan
33137.00000000066 nan
33150.00000000066 nan
33163.00000000068 nan
33176.00000000068 nan
33189.00000000069 nan
33202.00000000069 nan
33215.000000000706 nan
33228.000000000706 nan
33241.00000000072 nan
33254.00000000065 nan
33267.00000000066 nan
33280.00000000066 nan
33293.00000000068 nan
33306.00000000068 nan
33319.00000000069 nan
33332.00000000069 nan
33345.000000000706 nan
33358.000000000706 nan
33371.00000000072 nan
33384.00000000065 nan
33397.00000000066 nan
33410.00000000066 nan
33423.00000000066 nan
33436.00000000068 nan
33449.00000000069 nan
33462.00000000069 nan
33475.00000000069 nan
33488.000000000706 nan
33501.00000000072 nan
33514.00000000065 nan
33527.00000000065 nan
33540.00000000066 nan
33553.00000000068 nan
33566.00000000068 nan
33579.00000000068 nan
33592.00000000069 nan
33605.00000000069 nan
33618.000000000706 nan
33631.000000000706 nan
33644.00000000064 nan
33657.00000000064 nan
33670.000000000655 nan
33683.000000000655 nan
33696.00000000067 nan
33709.00000000067 nan
33722.000000000684 nan
33735.000000000684 nan
33748.0000000007 nan
33761.000000000626 nan
33774.00000000064 nan
33787.00000000064 nan
33800.000000000655 nan
33813.000000000655 nan
33826.00000000067 nan
33839.00000000067 nan
33852.00000000067 nan
33865.000000000684 nan
33878.0000000007 nan
33891.000000000626 nan
33904.000000000626 nan
33917.00000000064 nan
33930.000000000655 nan
33943.000000000655 nan
33956.000000000655 nan
33969.00000000067 nan
33982.000000000684 nan
33995.000000000684 nan
34008.000000000684 nan
34021.00000000062 nan
34034.00000000062 nan
34047.00000000063 nan
34060.00000000063 nan
34073.00000000065 nan
34086.00000000065 nan
34099.00000000066 nan
34112.00000000066 nan
34125.00000000068 nan
34138.00000000068 nan
34151.00000000061 nan
34164.00000000061 nan
34177.000000000626 nan
34190.000000000626 nan
34203.00000000064 nan
34216.00000000064 nan
34229.000000000655 nan
34242.000000000655 nan
34255.00000000067 nan
34268.0000000006 nan
34281.0000000006 nan
34294.00000000061 nan
34307.000000000626 nan
34320.000000000626 nan
34333.000000000626 nan
34346.00000000064 nan
34359.000000000655 nan
34372.000000000655 nan
34385.000000000655 nan
34398.00000000067 nan
34411.000000000604 nan
34424.000000000604 nan
34437.000000000604 nan
34450.00000000062 nan
34463.00000000062 nan
34476.00000000063 nan
34489.00000000063 nan
34502.00000000065 nan
34515.00000000065 nan
34528.00000000058 nan
34541.00000000058 nan
34554.0000000006 nan
34567.0000000006 nan
34580.00000000061 nan
34593.00000000061 nan
34606.000000000626 nan
34619.000000000626 nan
34632.00000000064 nan
34645.00000000064 nan
34658.000000000575 nan
34671.000000000575 nan
34684.00000000059 nan
34697.00000000059 nan
34710.00000000059 nan
34723.000000000604 nan
34736.00000000062 nan
34749.00000000062 nan
34762.00000000062 nan
34775.00000000063 nan
34788.00000000057 nan
34801.00000000057 nan
34814.00000000057 nan
34827.00000000058 nan
34840.0000000006 nan
34853.0000000006 nan
34866.0000000006 nan
34879.00000000061 nan
34892.00000000061 nan
34905.000000000626 nan
34918.00000000055 nan
34931.00000000057 nan
34944.00000000057 nan
34957.00000000058 nan
34970.00000000058 nan
34983.0000000006 nan
34996.0000000006 nan
35009.00000000061 nan
35022.00000000061 nan
35035.000000000546 nan
35048.000000000546 nan
35061.00000000056 nan
35074.00000000056 nan
35087.000000000575 nan
35100.000000000575 nan
35113.00000000059 nan
35126.00000000059 nan
35139.00000000059 nan
35152.000000000604 nan
35165.00000000054 nan
35178.00000000054 nan
35191.00000000054 nan
35204.00000000055 nan
35217.00000000057 nan
35230.00000000057 nan
35243.00000000057 nan
35256.00000000058 nan
35269.0000000006 nan
35282.0000000006 nan
35295.000000000524 nan
35308.00000000054 nan
35321.00000000054 nan
35334.00000000055 nan
35347.00000000055 nan
35360.00000000057 nan
35373.00000000057 nan
35386.00000000058 nan
35399.00000000058 nan
35412.0000000006 nan
35425.000000000524 nan
35438.00000000054 nan
35451.00000000054 nan
35464.00000000055 nan
35477.00000000055 nan
35490.00000000057 nan
35503.00000000057 nan
35516.00000000058 nan
35529.00000000058 nan
35542.00000000052 nan
35555.00000000052 nan
35568.00000000052 nan
35581.00000000053 nan
35594.000000000546 nan
35607.000000000546 nan
35620.000000000546 nan
35633.00000000056 nan
35646.000000000575 nan
35659.000000000575 nan
35672.0000000005 nan
35685.00000000052 nan
35698.00000000053 nan
35711.00000000053 nan
35724.00000000053 nan
35737.000000000546 nan
35750.000000000546 nan
35763.00000000056 nan
35776.00000000056 nan
35789.000000000575 nan
35802.0000000005 nan
35815.00000000052 nan
35828.00000000052 nan
35841.00000000053 nan
35854.00000000053 nan
35867.000000000546 nan
35880.000000000546 nan
35893.00000000056 nan
35906.00000000056 nan
35919.000000000575 nan
35932.0000000005 nan
35945.00000000052 nan
35958.00000000052 nan
35971.00000000053 nan
35984.00000000053 nan
35997.00000000053 nan
36010.000000000546 nan
36023.00000000056 nan
36036.00000000056 nan
36049.00000000049 nan
36062.0000000005 nan
36075.00000000052 nan
36088.00000000052 nan
36101.00000000052 nan
36114.00000000053 nan
36127.000000000546 nan
36140.000000000546 nan
36153.000000000546 nan
36166.00000000056 nan
36179.00000000049 nan
36192.0000000005 nan
36205.0000000005 nan
36218.00000000052 nan
36231.00000000052 nan
36244.00000000053 nan
36257.00000000053 nan
36270.000000000546 nan
36283.000000000546 nan
36296.00000000056 nan
36309.00000000049 nan
36322.0000000005 nan
36335.0000000005 nan
36348.00000000052 nan
36361.00000000052 nan
36374.00000000053 nan
36387.00000000053 nan
36400.000000000546 nan
36413.000000000546 nan
36426.000000000546 nan
36439.00000000048 nan
36452.000000000495 nan
36465.000000000495 nan
36478.000000000495 nan
36491.00000000051 nan
36504.000000000524 nan
36517.000000000524 nan
36530.000000000524 nan
36543.00000000054 nan
36556.00000000055 nan
36569.00000000048 nan
36582.00000000048 nan
36595.000000000495 nan
36608.00000000051 nan
36621.00000000051 nan
36634.00000000051 nan
36647.000000000524 nan
36660.000000000524 nan
36673.00000000054 nan
36686.00000000054 nan
36699.00000000047 nan
36712.00000000047 nan
36725.00000000049 nan
36738.00000000049 nan
36751.0000000005 nan
36764.0000000005 nan
36777.00000000052 nan
36790.00000000052 nan
36803.00000000053 nan
36816.00000000046 nan
36829.00000000047 nan
36842.00000000047 nan
36855.00000000047 nan
36868.00000000049 nan
36881.0000000005 nan
36894.0000000005 nan
36907.0000000005 nan
36920.00000000052 nan
36933.00000000053 nan
36946.00000000046 nan
36959.00000000046 nan
36972.00000000047 nan
36985.00000000049 nan
36998.00000000049 nan
37011.00000000049 nan
37024.0000000005 nan
37037.00000000052 nan
37050.00000000052 nan
37063.00000000052 nan
37076.00000000045 nan
37089.00000000045 nan
37102.000000000466 nan
37115.000000000466 nan
37128.00000000048 nan
37141.00000000048 nan
37154.000000000495 nan
37167.000000000495 nan
37180.00000000051 nan
37193.00000000051 nan
37206.000000000444 nan
37219.000000000444 nan
37232.00000000046 nan
37245.00000000046 nan
37258.00000000047 nan
37271.00000000047 nan
37284.00000000047 nan
37297.00000000049 nan
37310.0000000005 nan
37323.00000000043 nan
37336.00000000043 nan
37349.000000000444 nan
37362.00000000046 nan
37375.00000000046 nan
37388.00000000046 nan
37401.00000000047 nan
37414.00000000049 nan
37427.00000000049 nan
37440.00000000049 nan
37453.00000000042 nan
37466.00000000044 nan
37479.00000000044 nan
37492.00000000044 nan
37505.00000000045 nan
37518.00000000045 nan
37531.000000000466 nan
37544.000000000466 nan
37557.00000000048 nan
37570.00000000048 nan
37583.000000000415 nan
37596.000000000415 nan
37609.00000000043 nan
37622.00000000043 nan
37635.000000000444 nan
37648.000000000444 nan
