7 15.0 1650 1000 15824 BB'
Streamlined uplands,linear,,#e79a64,39
3601.0000000000323 -1890.4109572260516
3614.000000000046 -1891.6132187976607
3627.0000000000487 -1893.0935877724642
3640.0000000000623 -1895.3706212613945
3653.000000000065 -1897.6592727025145
3666.0000000000787 -1899.7884221410625
3679.0000000000814 -1901.448789102374
3691.99999999994 -1902.9926892163926
3704.9999999999427 -1904.6658340288368
3717.9999999999563 -1906.1354610389583
3730.999999999959 -1905.6869349720907
3743.9999999999727 -1905.626043280922
3756.9999999999754 -1906.856570166901
3769.999999999989 -1909.0815017750492
3782.999999999992 -1913.416498999784
3796.0000000000055 -1915.3947073868915
3809.000000000008 -1916.413224477654
3822.000000000022 -1917.6834821199259
3835.0000000000246 -1918.6840374050919
3848.000000000038 -1917.0338291604146
3861.000000000041 -1919.7715778891272
3874.0000000000437 -1922.1993425612238
3887.0000000000573 -1923.4982830123945
3900.00000000006 -1925.35555647953
3913.0000000000737 -1926.859215846038
3926.0000000000764 -1929.1290635636717
3939.00000000009 -1930.9726341465885
3951.9999999999377 -1932.2537851394231
3964.9999999999513 -1933.9624535679075
3977.999999999954 -1936.1063392664169
3990.9999999999677 -1938.7873484745674
4003.9999999999704 -1941.722298729253
4016.999999999984 -1943.2019257407326
4029.999999999987 -1944.5239261216057
4043.0000000000005 -1946.680331819539
4056.000000000003 -1948.7627374293772
4069.000000000017 -1951.0925444885795
4082.0000000000196 -1953.2131216948585
4095.000000000033 -1952.7694404947738
4108.0000000000355 -1953.763550518304
4121.000000000049 -1960.7793896962582
4134.000000000052 -1963.3521086199326
4147.0000000000655 -1964.9158249886627
4160.000000000068 -1967.1902637563132
4173.000000000082 -1971.909099868498
4186.000000000085 -1975.4952127755962
4198.999999999944 -1978.6247370332405
4211.999999999946 -1981.3691444965098
4224.99999999996 -1982.5481138611703
4237.999999999963 -1984.8934724574285
4250.999999999976 -1988.2221945779283
4263.999999999979 -1991.633805135157
4276.999999999993 -1994.6285113616877
4289.999999999995 -1998.3775570635983
4302.999999999998 -1999.0633873976767
4316.000000000012 -2002.7129485337177
4329.000000000015 -2005.8261177158154
4342.000000000028 -2009.7954872199364
4355.000000000031 -2012.2552966584296
4368.000000000045 -2015.3299425963583
4381.000000000047 -2019.4126845213464
4394.000000000061 -2022.717539394696
4407.000000000064 -2024.0246393244063
4420.000000000077 -2025.4030801781364
4433.00000000008 -2026.2424060399314
4446.000000000094 -2026.9885406253259
4458.999999999942 -2027.779552087131
4471.999999999955 -2028.1015583240242
4484.999999999958 -2028.7182152983307
4497.999999999972 -2029.5374193350603
4510.9999999999745 -2030.929429763565
4523.999999999988 -2032.0849402020508
4536.999999999991 -2033.1554827362886
4550.000000000005 -2034.0439280473877
4563.000000000007 -2034.775051262708
4576.000000000021 -2035.2978234155362
4589.000000000024 -2035.897059785073
4602.000000000037 -2037.5748036694363
4615.00000000004 -2039.5768860044234
4628.000000000054 -2041.6620898578772
4641.000000000056 -2043.3801023332649
4654.00000000007 -2044.7770109571643
4667.000000000073 -2046.0683417084674
4680.000000000086 -2047.2767193946397
4693.000000000089 -2048.6237565763718
4705.999999999948 -2050.3148539974645
4718.999999999951 -2050.8246897488752
4731.999999999954 -2053.8482305961766
4744.999999999967 -2056.0981729445766
4757.99999999997 -2057.8211796642677
4770.999999999984 -2059.5747885331825
4783.999999999986 -2060.9879657486686
4797.0 -2061.891660674201
4810.000000000003 -2063.096618178291
4823.000000000016 -2064.235669531457
4836.000000000019 -2065.48024313384
4849.000000000033 -2067.5736760370264
4862.0000000000355 -2068.651728320832
4875.000000000049 -2070.2816586201766
4888.000000000052 -2072.241868736909
4901.0000000000655 -2073.3316585751936
4914.000000000068 -2073.3634780154393
4927.000000000082 -2072.703267760228
4940.000000000085 -2072.970177055946
4953.000000000098 -2073.6046098814068
4965.999999999946 -2073.1136752383723
4978.99999999996 -2074.7491560505864
4991.999999999963 -2076.1721499403898
5004.999999999976 -2077.433675601878
5017.999999999979 -2077.700583644874
5030.999999999993 -2077.831324933508
5043.999999999995 -2078.580650659989
5057.000000000009 -2079.597871253607
5070.000000000012 -2080.1927304124374
5083.0000000000255 -2080.363460969146
5096.000000000028 -2080.547804572899
5109.000000000042 -2080.9783043300995
5122.000000000045 -2082.473674050134
5135.000000000058 -2083.79556286872
5148.000000000061 -2085.0601503966027
5161.000000000064 -2086.7216641202435
5174.000000000077 -2087.5748883305137
5187.00000000008 -2087.5295342654413
5200.000000000094 -2087.7007835883655
5213.000000000096 -2087.369308896707
5225.999999999955 -2088.1911192120187
5238.999999999958 -2088.5268858166964
5251.999999999972 -2088.848390081659
5264.9999999999745 -2092.677263509967
5277.999999999988 -2094.87313848163
5290.999999999991 -2097.4274239213887
5304.000000000005 -2100.4588376668094
5317.000000000007 -2102.727188119759
5330.000000000021 -2104.5382024434157
5343.000000000024 -2105.857732250186
5356.000000000037 -2105.694151148122
5369.00000000004 -2104.414506248689
5382.000000000054 -2106.294213325921
5395.000000000056 -2109.0599032255795
5408.00000000007 -2111.4548549891565
5421.000000000073 -2113.3512713997457
5434.000000000086 -2115.2917908346744
5447.000000000089 -2117.4710079212714
5460.000000000103 -2119.789943593875
5472.999999999951 -2121.911348740444
5485.9999999999645 -2123.440999095251
5498.999999999967 -2125.141802107529
5511.999999999981 -2128.0290831442885
5524.999999999984 -2130.8297504905418
5537.999999999997 -2134.4742682292435
5551.0 -2137.36644513473
5564.000000000014 -2139.5854462476163
5577.000000000016 -2141.3219997782294
5590.000000000019 -2143.150214531018
5603.000000000033 -2145.9332309937945
5616.0000000000355 -2151.051833207259
5629.000000000049 -2155.526485208339
5642.000000000052 -2158.885840289606
5655.0000000000655 -2162.4596860183306
5668.000000000068 -2164.1631204919695
5681.000000000082 -2167.423981984387
5694.000000000085 -2171.1020455358666
5707.000000000098 -2173.9822285085947
5720.000000000101 -2176.5493463415464
5732.99999999996 -2179.241175065611
5745.999999999963 -2181.710054058054
5758.999999999976 -2184.6482578895384
5771.999999999979 -2186.119813109178
5784.999999999993 -2186.7897571771964
5797.999999999995 -2187.655366298872
5811.000000000009 -2187.9605938906448
5824.000000000012 -2199.5009667188933
5837.0000000000255 -2210.558736670732
5850.000000000028 -2207.9648043581046
5863.000000000042 -2175.8204455324067
5876.000000000045 -2172.4821262302366
5889.000000000058 -2182.771509404542
5902.000000000061 -2183.955837205134
5915.000000000075 -2185.497110958371
5928.000000000077 -2186.4581273707845
5941.000000000091 -2200.0914980682123
5954.000000000094 -2211.7228963751895
5967.000000000107 -2214.1589571836253
5979.999999999955 -2216.76217154827
5992.999999999969 -2219.827710563751
6005.999999999972 -2221.551720522094
6018.9999999999745 -2218.784525391747
6031.999999999988 -2219.6373894624357
6044.999999999991 -2220.8022744372875
6058.000000000005 -2225.8623536066925
6071.000000000007 -2229.6604173042956
6084.000000000021 -2233.051195520981
6097.000000000024 -2238.297221785245
6110.000000000037 -2245.31735577102
6123.00000000004 -2252.7408825639523
6136.000000000054 -2256.940841518719
6149.000000000056 -2261.159063604235
6162.00000000007 -2258.4390139741595
6175.000000000073 -2262.220038880055
6188.000000000086 -2256.0245376310936
6201.000000000089 -2256.539564091927
6214.000000000103 -2256.9724891253477
6227.0000000001055 -2253.150516271823
6239.9999999999645 -2252.5433385456136
6252.999999999967 -2254.366321191824
6265.999999999981 -2256.5702455155833
6278.999999999984 -2258.321444075262
6291.999999999997 -2259.8469778151916
6305.0 -2261.607456775654
6318.000000000014 -2264.0464678768612
6331.000000000016 -2267.2902855765306
6344.00000000003 -2271.326456198824
6357.000000000033 -2275.669526553486
6370.000000000046 -2279.303086884164
6383.000000000049 -2282.433007455286
6396.000000000063 -2286.174276670332
6409.0000000000655 -2290.490914510626
6422.000000000079 -2295.62204516605
6435.000000000082 -2297.282827637734
6448.000000000085 -2298.4375798659107
6461.000000000098 -2286.772252580933
6474.000000000101 -2282.338409742784
6486.99999999996 -2283.7725481045723
6499.999999999963 -2286.467463168672
6512.999999999976 -2289.78489714658
6525.999999999979 -2293.2259134182536
6538.999999999993 -2295.09125180791
6551.999999999995 -2297.1429158902893
6565.000000000009 -2299.821603558729
6578.000000000012 -2302.356442968396
6591.0000000000255 -2304.0676822259875
6604.000000000028 -2305.6768028261317
6617.000000000042 -2307.3570456866014
6630.000000000045 -2309.480999193465
6643.000000000058 -2310.4989874783564
6656.000000000061 -2312.1034664374165
6669.000000000075 -2313.816016451568
6682.000000000077 -2317.748085855187
6695.000000000091 -2320.357508619374
6708.000000000094 -2321.1455223873036
6721.000000000107 -2322.733658700394
6734.00000000011 -2324.4031896112874
6746.999999999969 -2325.375763469271
6759.999999999972 -2327.0264216372047
6772.999999999985 -2330.2501273600847
6785.999999999988 -2335.153543271425
6799.000000000002 -2336.9222829160813
6812.000000000005 -2334.179868427999
6825.000000000018 -2334.3709857440676
6838.000000000021 -2335.2160111205044
6851.000000000035 -2336.2298357731006
6864.000000000037 -2337.820839158431
6877.00000000004 -2339.2591712097687
6890.000000000054 -2339.1698296182426
6903.000000000056 -2340.9204640946227
6916.00000000007 -2341.857795442576
6929.000000000073 -2342.113278077206
6942.000000000086 -2343.2010201405515
6955.000000000089 -2344.2832602850644
6968.000000000103 -2345.319783863534
6981.0000000001055 -2346.6150843471796
6994.000000000119 -2348.0075762331817
7006.999999999967 -2349.803107437417
7019.999999999981 -2351.461845683283
7032.999999999984 -2353.140962683653
7045.999999999997 -2354.668912061232
7059.0 -2356.5832819667025
7072.000000000014 -2358.457099212212
7085.000000000016 -2360.730636133312
7098.00000000003 -2362.921230449486
7111.000000000033 -2364.8250739224
7124.000000000046 -2366.474171206474
7137.000000000049 -2367.5834652269336
7150.000000000063 -2368.7415888776313
7163.0000000000655 -2370.3792381035114
7176.000000000079 -2372.147271230897
7189.000000000082 -2368.7719264986367
7202.0000000000955 -2372.889406859599
7215.000000000098 -2376.189619146356
7228.000000000112 -2379.2352362961133
7241.000000000115 -2381.787130025553
7253.999999999974 -2386.612209378135
7266.999999999976 -2393.675159760668
7279.99999999999 -2399.7118855850167
7292.999999999993 -2395.822170063869
7305.999999999995 -2398.226580249576
7319.000000000009 -2401.363365541294
7332.000000000012 -2404.800066849873
7345.0000000000255 -2408.331716017969
7358.000000000028 -2410.3042677426024
7371.000000000042 -2409.6208074904134
7384.000000000045 -2410.5111680699665
7397.000000000058 -2412.815617155895
7410.000000000061 -2414.876140093385
7423.000000000075 -2416.414834837658
7436.000000000077 -2419.1528272652263
7449.000000000091 -2423.84954631238
7462.000000000094 -2427.900193704157
7475.000000000107 -2430.2532784429427
7488.00000000011 -2433.0559020974442
7501.000000000124 -2435.213206686651
7513.999999999972 -2433.913170181795
7526.999999999985 -2437.1239118333338
7539.999999999988 -2434.7281820243406
7553.000000000002 -2436.406316113224
7566.000000000005 -2439.808479463119
7579.000000000018 -2444.1308213827956
7592.000000000021 -2445.782543978478
7605.000000000035 -2447.1005941588905
7618.000000000037 -2449.6977258185198
7631.000000000051 -2451.799519106649
7644.000000000054 -2452.6023988932793
7657.000000000067 -2453.2638553274005
7670.00000000007 -2453.9033612309054
7683.000000000084 -2454.807973172032
7696.000000000086 -2456.294232707871
7709.0000000001 -2457.7865700384687
7722.000000000103 -2458.303099726398
7735.0000000001055 -2458.4884418166725
7748.000000000119 -2460.3534175142554
7760.999999999967 -2462.516537379741
7773.999999999981 -2465.096952089096
7786.999999999984 -2466.742588769563
7799.999999999997 -2467.7401020826114
7813.0 -2469.121732383904
7826.000000000014 -2471.5224541949146
7839.000000000016 -2473.353299610351
7852.00000000003 -2474.416062252175
7865.000000000033 -2475.291238300915
7878.000000000046 -2475.572371185532
7891.000000000049 -2478.8178210113892
7904.000000000063 -2481.4183539877085
7917.0000000000655 -2483.862829995672
7930.000000000079 -2491.020399116776
7943.000000000082 -2497.449800342681
7956.0000000000955 -2501.85535237857
7969.000000000098 -2499.864669586934
7982.000000000112 -2494.9750513939325
7995.000000000115 -2503.4647984380294
8008.000000000128 -2498.1338158904555
8020.999999999976 -2488.2862062315385
8033.99999999999 -2490.2903604695707
8046.999999999993 -2490.308830912574
8060.000000000006 -2490.375732583808
8073.000000000009 -2490.7262748151156
8086.000000000023 -2491.1168419492174
8099.0000000000255 -2492.1293744797067
8112.000000000039 -2493.1902250129474
8125.000000000042 -2494.5812374151374
8138.0000000000555 -2497.073794906648
8151.000000000058 -2498.5917870807693
8164.000000000061 -2499.3464980157028
8177.000000000075 -2499.7920244797565
8190.000000000077 -2500.748490797345
8203.000000000091 -2501.8121727508196
8216.000000000093 -2504.1520020584358
8229.000000000106 -2505.651104260271
8242.000000000107 -2507.2936969092907
8255.00000000012 -2508.660017264324
8267.999999999967 -2509.9017443528023
8280.99999999998 -2509.590720363868
8293.999999999982 -2509.6652247489515
8306.999999999995 -2512.0414515162347
8319.999999999996 -2514.450302625385
8333.00000000001 -2516.36300907408
8346.000000000011 -2518.1204463076238
8359.000000000024 -2517.6478660812236
8372.000000000025 -2521.269239637259
8385.000000000038 -2523.1583966646917
8398.00000000004 -2522.085844774334
8411.000000000053 -2514.8474047855716
8424.000000000055 -2514.9319516906467
8437.000000000067 -2514.873666533703
8450.00000000007 -2515.2790256258863
8463.000000000082 -2517.381311043455
8476.000000000084 -2518.8949599964735
8489.000000000096 -2519.010848387409
8502.000000000098 -2520.4688224656115
8515.000000000111 -2522.5740749430897
8527.999999999958 -2526.6381818575933
8540.99999999997 -2530.1306856540764
8553.999999999973 -2530.8681773274106
8566.999999999985 -2528.699072860736
8579.999999999987 -2527.42784525535
8592.999999999989 -2528.0190108903585
8606.000000000002 -2528.9114334792043
8619.000000000004 -2530.086741935447
8632.000000000016 -2531.7301487803707
8645.000000000018 -2532.2071525899105
8658.000000000031 -2533.7227175980433
8671.000000000033 -2536.5676050830084
8684.000000000045 -2537.1330615050115
8697.000000000047 -2536.648541518622
8710.00000000006 -2536.3971748655654
8723.000000000062 -2537.4896383521314
8736.000000000075 -2539.5154178367143
8749.000000000076 -2541.316770079117
8762.00000000009 -2540.757644786577
8774.999999999936 -2540.7202935432733
8787.999999999949 -2542.8687510331097
8800.99999999995 -2543.5038696895726
8813.999999999964 -2544.12193494132
8826.999999999965 -2541.73063131152
8839.999999999978 -2540.5353367764897
8852.99999999998 -2542.3892305419477
8865.999999999993 -2544.2301090331375
8878.999999999995 -2546.8333521663585
8892.000000000007 -2547.0796002418347
8905.00000000001 -2547.9744739419816
8918.000000000022 -2548.981710046186
8931.000000000024 -2550.289882041427
8944.000000000036 -2550.776972975185
8957.000000000038 -2550.783967994082
8970.000000000051 -2551.7649707741116
8983.000000000053 -2552.855692115694
8996.000000000065 -2553.618914088455
9009.000000000067 -2554.446724610743
9022.00000000007 -2554.7047394832402
9034.999999999927 -2555.5192409723686
9047.999999999929 -2557.797161932352
9060.999999999942 -2559.854986356777
9073.999999999944 -2561.696455764301
9086.999999999956 -2564.797689615523
9099.999999999958 -2568.567864355105
9112.99999999997 -2570.5773891121953
9125.999999999973 -2570.131804662516
9138.999999999985 -2571.1694496393015
9151.999999999987 -2572.5334515245527
9165.0 -2574.6859671139314
9178.000000000002 -2576.9210085745863
9191.000000000015 -2579.571302714982
9204.000000000016 -2582.227298238102
9217.00000000003 -2584.435153632496
9230.000000000031 -2586.0344496395483
9243.000000000044 -2587.695439753007
9256.000000000045 -2589.8469728297428
9269.000000000058 -2592.7925878854853
9282.00000000006 -2596.205610195445
9294.999999999918 -2599.2747150851087
9307.99999999992 -2602.463005156881
9320.999999999933 -2605.313634473658
