prof_id,prof_label,rec_id,x,y,cds2d,DEM_CTX-ad,cds3d_1,slopd_1
1,,32,-1066936.6032093826,80079.03791697597,371.9999999999958,-3211.9229081211997,409.8996759133482,9.220684170830156
1,,33,-1066934.652567409,80067.19752019669,384.00000000000455,-3209.9748862394054,422.05676393853577,8.483111931494603
1,,34,-1066932.7019254356,80055.35712341739,395.9999999999898,-3208.1850900945033,434.1895035401242,7.673374178094686
1,,35,-1066930.751283462,80043.51672663809,408.0000000000129,-3206.568304522524,446.29793017558404,5.5505870173227425
1,,36,-1066928.8006414885,80031.6763298588,419.9999999999838,-3205.402141880436,458.3544609911671,1.7160191399400733
1,,37,-1066926.8499995149,80019.8359330795,432.0000000000069,-3205.0426321707523,470.3598450846441,-5.418437432993805
1,,38,-1066924.8993575415,80007.99553630021,443.99999999999216,-3206.180862295204,482.4137062011435,-1.2965894002065408
1,,39,-1066922.9487155678,79996.15513952091,456.00000000001523,-3206.4524657089733,494.4167794915523,-2.8273400087576404
1,,40,-1066920.9980735944,79984.31474274163,467.99999999998613,-3207.0451035312826,506.43140472864286,-9.784887698044455
1,,41,-1066919.0474316208,79972.47434596233,480.0000000000092,-3209.114604046441,518.6085485802525,46.85852541388878
1,,42,-1066917.0967896474,79960.63394918303,491.9999999999945,-3196.3097159579406,536.1574847006749,39.94455814178029
1,,43,-1066915.1461476737,79948.79355240373,504.00000000001756,-3186.2602917241343,551.8096707279226,53.29575420423608
1,,44,-1066913.1955057003,79936.95315562445,515.9999999999884,-3170.1635461709348,571.8871510828812,24.744418184463175
1,,45,-1066911.2448637267,79925.11275884515,528.0000000000115,-3164.632887841911,585.1003331959438,-5.513762525049586
1,,46,-1066909.2942217533,79913.27236206585,539.9999999999967,-3165.791265628686,597.1561135148008,17.909246053978688
1,,47,-1066907.3435797796,79901.43196528657,552.0000000000055,-3161.913232615074,609.7671856363484,3.418196622342279
1,,48,-1066905.3929378062,79889.59156850727,563.9999999999907,-3161.196476634458,621.7885723756308,-9.456847209932778
1,,49,-1066903.4422958326,79877.75117172797,576.0000000000138,-3163.1952981200607,633.9539037452179,-4.865672543469264
1,,50,-1066901.4916538591,79865.91077494867,587.999999999999,-3164.2168190261523,645.9973046337223,-6.858272968665804
1,,51,-1066899.5410118855,79854.07037816939,600.0000000000077,-3165.6601120981186,658.0837886092958,-13.315361449192002
1,,52,-1066897.590369912,79842.22998139009,611.999999999993,-3168.5001891869924,670.4152945137015,-7.162195117121729
1,,53,-1066895.6397279385,79830.38958461079,624.000000000016,-3170.008098199859,682.5096646747161,-2.6483083403073104
1,,54,-1066893.689085965,79818.5491878315,636.0000000000013,-3170.563153940051,694.5224947690097,-7.768467538376415
1,,55,-1066891.7384439914,79806.70879105221,648.00000000001,-3172.200221908562,706.6336463052482,3.9326645025513094
1,,56,-1066889.787802018,79794.86839427291,659.9999999999952,-3171.375270679713,718.6619689035837,0.40565653861375744
1,,57,-1066887.8371600443,79783.02799749361,672.0000000000183,-3171.290308753307,730.6622696718766,-5.6289084818899005
1,,58,-1066885.886518071,79771.18760071433,683.9999999999892,-3172.473032130461,742.7204135831993,-2.1298715935654355
1,,59,-1066883.9358760973,79759.34720393503,696.0000000000123,-3172.91931697939,754.7287094725808,-2.917555173180304
1,,60,-1066881.985234124,79747.50680715573,707.9999999999975,-3173.53089699463,766.7442839538401,-6.541743401005567
1,,61,-1066880.0345921502,79735.66641037643,720.0000000000206,-3174.906981240525,778.8229265867005,-18.626533161983353
1,,62,-1066878.0839501768,79723.82601359715,731.9999999999915,-3178.9516148553134,791.4862224087675,-16.3914528613343
1,,63,-1066876.1333082032,79711.98561681785,744.0000000000146,-3182.4814618334935,803.9946123806992,-14.74783007711804
1,,64,-1066874.1826662298,79700.14522003855,755.9999999999998,-3185.6403122104302,816.4034131166092,0.4020550283546496
1,,65,-1066872.2320242561,79688.30482325926,768.0000000000229,-3185.556104620046,828.4037085679233,53.42929969124018
1,,66,-1066870.2813822827,79676.46442647997,779.9999999999937,-3169.3808166048957,848.5442135857318,-6.989289557604414
1,,67,-1066868.330740309,79664.62402970067,792.0000000000168,-3170.8519543797206,860.6340542113592,-70.27278232970086
1,,68,-1066866.3800983357,79652.78363292138,804.000000000002,-3204.316555682297,896.185137743933,-21.15730064842574
1,,69,-1066864.429456362,79640.94323614209,816.0000000000108,-3208.960763540318,909.0524866017481,41.67029828332329
1,,70,-1066862.4788143886,79629.1028393628,827.999999999996,-3198.2803072486727,925.117110674455,8.270901502416233
1,,71,-1066860.528172415,79617.2624425835,840.0000000000191,-3196.535920187426,937.2432347963663,5.926570004243653
1,,72,-1066858.5775304416,79605.4220458042,852.0000000000043,-3195.2902163127605,949.3077189603496,1.7172517535742136
1,,73,-1066856.626888468,79593.58164902491,864.0000000000131,-3194.930448213205,961.3131107942577,-2.5644716476148943
1,,74,-1066854.6762464945,79581.74125224561,875.9999999999983,-3195.4679088491016,973.3251407615356,1.801013792601024
1,,75,-1066852.725604521,79569.90085546632,887.9999999999835,-3195.0905811185403,985.3310716382273,-2.498042924547358
1,,76,-1066850.7749625475,79558.06045868702,900.0000000000066,-3195.614101763769,997.3424859540577,-0.33594786639595464
1,,77,-1066848.824320574,79546.22006190773,911.9999999999775,-3195.6844633267046,1009.3426922334863,-3.3137006994903238
1,,78,-1066846.8736786004,79534.37966512844,924.0000000000006,-3196.3792580207214,1021.362789557027,-38.57541651464287
1,,79,-1066844.923036627,79522.53926834914,935.9999999999858,-3205.9503051739002,1036.7122176769283,3.1006807937388228
1,,80,-1066842.9723946534,79510.69887156985,947.9999999999945,-3205.3002654014404,1048.7298111009875,26.68780692522672
1,,81,-1066841.02175268,79498.85847479056,959.9999999999798,-3199.2680935084963,1062.1606374994512,-10.688708536862352
1,,82,-1066839.0711107063,79487.01807801126,972.0000000000028,-3201.533067827296,1074.3725214108458,-33.647883713961335
1,,83,-1066837.120468733,79475.17768123196,983.9999999999881,-3209.5203124812465,1088.7876550266578,-46.79429680425306
1,,84,-1066835.1698267593,79463.33728445267,995.9999999999968,-3222.2964658330857,1106.3156353572583,34.39534588792675
1,,85,-1066833.2191847858,79451.49688767338,1007.999999999982,-3214.081326022256,1120.8582803062052,5.973554514814242
1,,86,-1066831.2685428122,79439.65649089408,1020.0000000000051,-3212.8256748430704,1132.9237956240167,8.347906034221884
1,,87,-1066829.3179008388,79427.81609411478,1031.9999999999905,-3211.0648159635552,1145.0523002306536,1.625168820628452
1,,88,-1066827.3672588652,79415.9756973355,1043.999999999999,-3210.7243500898176,1157.0571291345318,1.344347280632942
1,,89,-1066825.4166168917,79404.1353005562,1055.9999999999843,-3210.4427389738116,1169.0604330472179,-0.8192801092202977
1,,90,-1066823.465974918,79392.2949037769,1068.0000000000075,-3210.614340294299,1181.0616599434043,1.330973768879117
1,,91,-1066821.5153329447,79380.45450699762,1079.9999999999784,-3210.335531647302,1193.064898433951,5.676707465740287
1,,92,-1066819.564690971,79368.61411021832,1092.0000000000016,-3209.1426991927174,1205.1240380908778,11.426874161005554
1,,93,-1066817.6140489976,79356.77371343902,1103.9999999999868,-3206.717216857323,1217.366707920574,2.75728968427908
1,,94,-1066815.663407024,79344.93331665972,1116.00000000001,-3206.1392852437034,1229.3806167328871,1.2578304960115245
1,,95,-1066813.7127650506,79333.09291988044,1127.999999999981,-3205.8758035112483,1241.383508993615,12.898532780737854
1,,96,-1066811.762123077,79321.25252310114,1140.000000000004,-3203.1277600317526,1253.694144353569,10.1449861876833
1,,97,-1066809.8114811035,79309.41212632184,1151.9999999999893,-3200.9805122732987,1265.884742080335,3.5822796184393355
1,,98,-1066807.86083913,79297.57172954254,1164.0000000000125,-3200.2292622323703,1277.908234776908,4.913865680310148
1,,99,-1066805.9101971565,79285.73133276326,1175.9999999999834,-3199.1975739053755,1289.952502326384,5.597296474544993
1,,100,-1066803.9595551828,79273.89093598396,1188.0000000000066,-3198.0215352840582,1302.0099923985088,6.122241848509536
1,,101,-1066802.0089132094,79262.05053920466,1199.9999999999918,-3196.734393517105,1314.0788255619873,6.429568420977197
1,,102,-1066800.0582712358,79250.21014242538,1212.0000000000005,-3195.3821067774093,1326.1547801588947,-2.5260127869395532
1,,103,-1066798.1076292624,79238.36974564608,1223.9999999999857,-3195.9114966918482,1338.1664517195543,4.277270589415111
1,,104,-1066796.1569872887,79226.52934886678,1236.0000000000089,-3195.013999367098,1350.1999674754957,8.609046772807105
1,,105,-1066794.2063453153,79214.68895208748,1247.999999999994,-3193.1972318606418,1362.3367151523719,2.4381040807432925
1,,106,-1066792.2557033417,79202.8485553082,1260.0000000000027,-3192.686288101171,1374.3475878736003,-25.729554875652443
1,,107,-1066790.3050613683,79191.0081585289,1271.999999999988,-3198.46912365167,1387.6682930727916,-50.83319504134562
1,,108,-1066788.3544193946,79179.1677617496,1284.0000000000111,-3213.199994032109,1406.6682547086962,3.974616988367004
1,,109,-1066786.4037774212,79167.3273649703,1295.9999999999964,-3212.3662143241363,1418.697186024531,15.452048161475345
1,,110,-1066784.4531354476,79155.48696819102,1308.000000000005,-3209.049132694713,1431.1472073311982,43.881134499219264
1,,111,-1066782.5024934742,79143.64657141172,1319.9999999999902,-3197.508882479516,1447.795852171815,28.244836610514533
1,,112,-1066780.5518515005,79131.80617463242,1332.0000000000134,-3191.062443462534,1461.4177674556593,8.829137742934074
1,,113,-1066778.601209527,79119.96577785314,1343.9999999999843,-3189.198495973811,1473.5616671686846,-0.9850792636815047
1,,114,-1066776.6505675535,79108.12538107384,1356.0000000000075,-3189.4048308232614,1485.5634409571983,-22.552458441469202
1,,115,-1066774.69992558,79096.28498429454,1367.9999999999927,-3194.388270377978,1498.5570805472116,24.07668824069121
1,,116,-1066772.7492836064,79084.44458751525,1380.000000000016,-3189.026269261789,1511.7005601462588,35.85878456981572
1,,117,-1066770.798641633,79072.60419073596,1391.9999999999868,-3180.352866488714,1526.5069072873766,18.040391789887924
1,,118,-1066768.8479996594,79060.76379395666,1404.00000000001,-3176.444475245244,1539.1273479339065,3.6551115982018527
1,,119,-1066766.897357686,79048.92339717736,1415.9999999999952,-3175.6779102988266,1551.1518072488498,5.775811436323146
1,,120,-1066764.9467157123,79037.08300039807,1428.0000000000184,-3174.4641128408866,1563.2130387062698,21.540190425350637
1,,121,-1066762.996073739,79025.24260361878,1439.9999999999893,-3169.7274608819134,1576.1140414494578,11.403348369803668
1,,122,-1066761.0454317653,79013.40220683948,1452.0000000000125,-3167.307106648064,1588.3556963464832,5.4078028443251664
1,,123,-1066759.0947897919,79001.56181006019,1463.9999999999977,-3166.1711238261582,1600.40934546081,10.734942461465163
1,,124,-1066757.1441478182,78989.7214132809,1476.0000000000064,-3163.896119795381,1612.6230935890574,10.473251156873008
1,,125,-1066755.1935058448,78977.8810165016,1487.9999999999916,-3161.677845460813,1624.8264021987357,21.789476952019996
1,,126,-1066753.2428638712,78966.0406197223,1500.0000000000148,-3156.8807442265743,1637.7497214415653,26.94385229679026
1,,127,-1066751.2922218977,78954.200222943,1512.0,-3150.7812439612494,1651.2109213689992,22.529350899809835
1,,128,-1066749.341579924,78942.35982616372,1524.0000000000086,-3145.8034777462476,1664.2023861244231,8.141584517780132
1,,129,-1066747.3909379507,78930.51942938443,1535.9999999999939,-3144.086738065018,1676.3245639457866,-38.63146754089166
1,,130,-1066745.440295977,78918.67903260513,1548.000000000017,-3153.6770074240135,1691.6859853116187,-24.267268834508577
1,,131,-1066743.4896540036,78906.83863582583,1560.0000000000023,-3159.0869645540533,1704.849101817542,-14.918221938927259
1,,132,-1066741.53901203,78894.99823904654,1572.000000000011,-3162.284004608364,1717.2676792364366,12.320274016951199
1,,133,-1066739.5883700566,78883.15784226725,1583.9999999999961,-3159.663133098878,1729.5505521686491,0.2064782054610427
1,,134,-1066737.637728083,78871.31744548795,1596.0000000000193,-3159.6198882174463,1741.5506300900763,-17.36285811706368
1,,135,-1066735.6870861095,78859.47704870866,1607.9999999999902,-3163.3719190670554,1754.1235269518072,-9.282718436835973
1,,136,-1066733.736444136,78847.63665192937,1620.0000000000134,-3165.333278110055,1766.2827592177075,-0.45222703294240035
1,,137,-1066731.7858021625,78835.79625515007,1631.9999999999986,-3165.4279942852068,1778.2831330099475,-17.177422808136605
1,,138,-1066729.8351601888,78823.95585837077,1644.0000000000218,-3169.137433773991,1790.8433854485534,-20.28738060003844
1,,139,-1066727.8845182154,78812.11546159149,1655.9999999999927,-3173.573364152259,1803.6370353702976,-35.58594519514007
1,,140,-1066725.9338762418,78800.27506481219,1668.000000000016,-3182.160068725394,1818.3927629168084,26.146036921157688
1,,141,-1066723.9832342684,78788.43466803289,1680.0000000000011,-3176.269368684586,1831.760647826936,26.757561531764527
1,,142,-1066722.0325922947,78776.59427125359,1692.0000000000243,-3170.2188845898445,1845.1997087234895,-12.745992245664674
1,,143,-1066720.0819503213,78764.7538744743,1703.9999999999952,-3172.9333250233567,1857.5028866408566,0.21552653506046304
1,,144,-1066718.1313083477,78752.91347769501,1716.0000000000184,-3172.8881850384996,1869.502971541339,-16.95259973323503
1,,145,-1066716.1806663743,78741.07308091571,1728.0000000000036,-3176.5461005350453,1882.0481038953446,-4.226108300887933
1,,146,-1066714.2300244006,78729.23268413643,1740.0000000000123,-3177.43282323246,1894.080820842997,-15.590188953351603
1,,147,-1066712.2793824272,78717.39228735713,1751.9999999999975,-3180.781068534304,1906.539181353151,8.586508913181603
1,,148,-1066710.3287404538,78705.55189057783,1763.9999999999827,-3178.9691292539164,1918.6752072247227,-17.220314904011087
1,,149,-1066708.3780984802,78693.71149379853,1776.000000000006,-3182.6884127226044,1931.2383704219835,-4.425789556775315
1,,150,-1066706.4274565068,78681.87109701925,1787.9999999999768,-3183.617195920653,1943.2742600122165,-3.4054240553141764
1,,151,-1066704.4768145331,78670.03070023995,1800.0,-3184.3312673130854,1955.2954869859511,14.576269179754098
1,,152,-1066702.5261725597,78658.19030346065,1811.9999999999852,-3181.2108082669847,1967.6945702044006,33.940299215594145
1,,153,-1066700.575530586,78646.34990668135,1824.0000000000084,-3173.1348857039366,1982.1590275134358,-12.686770637683457
1,,154,-1066698.6248886127,78634.50950990207,1835.9999999999793,-3175.8362911820004,1994.4593361094107,8.004323464578578
1,,155,-1066696.674246639,78622.66911312277,1848.0000000000025,-3174.148877766197,2006.5773955265117,15.650049259832644
1,,156,-1066694.7236046656,78610.82871634347,1859.9999999999877,-3170.7871153613582,2019.0393956254618,20.915716787291053
1,,157,-1066692.772962692,78598.98831956419,1871.9999999999964,-3166.200988845289,2031.8858953986141,24.730710913814182
1,,158,-1066690.8223207186,78587.14792278489,1883.9999999999816,-3160.673810795403,2045.0976211448892,27.35314140199134
1,,159,-1066688.871678745,78575.30752600559,1896.0000000000048,-3154.466047284727,2058.6082217164785,28.267070272043473
1,,160,-1066686.9210367715,78563.4671292263,1907.99999999999,-3148.0136065713077,2072.232978270628,25.66270437818029
1,,161,-1066684.9703947979,78551.62673244701,1919.9999999999986,-3142.248013959159,2085.5462069612754,18.939346018892333
1,,162,-1066683.0197528244,78539.78633566771,1931.9999999999839,-3138.1302868946186,2098.233037778217,4.525733682540672
1,,163,-1066681.0691108508,78527.94593888841,1944.000000000007,-3137.1804431875207,2110.2705708755116,-13.18089568009166
1,,164,-1066679.1184688774,78516.10554210912,1955.9999999999923,-3139.9907967911827,2122.5952650858057,-20.431522831828882
1,,165,-1066677.1678269038,78504.26514532983,1968.000000000001,-3144.4610735737706,2135.4008644280134,-19.208777056392933
1,,166,-1066675.2171849303,78492.42474855053,1979.9999999999861,-3148.641976998433,2148.1083407095575,-13.134550243989938
1,,167,-1066673.2665429567,78480.58435177123,1992.0000000000093,-3151.4420935896565,2160.4307046436816,-5.2450220509001895
1,,168,-1066671.3159009833,78468.74395499195,2003.9999999999802,-3152.543687316094,2172.481161429108,1.9379732642361271
1,,169,-1066669.3652590096,78456.90355821265,2016.0000000000034,-3152.1376442865667,2184.488029086511,8.474453366009497
1,,170,-1066667.4146170362,78445.06316143335,2027.9999999999886,-3150.349701886847,2196.6204953660585,15.018645185030428
1,,171,-1066665.4639750626,78433.22276465406,2040.0000000000118,-3147.1301258049716,2209.0448935465556,21.107818017610935
1,,172,-1066663.5133330892,78421.38236787477,2051.9999999999827,-3142.497829874073,2221.9079478335716,25.503551909583674
1,,173,-1066661.5626911155,78409.54197109547,2064.000000000006,-3136.7732103006965,2235.203483522683,25.447764995229864
1,,174,-1066659.6120491421,78397.70157431618,2075.9999999999914,-3131.0629270775553,2248.49285275106,7.719403182955221
1,,175,-1066657.6614071685,78385.86117753688,2088.0000000000146,-3129.436325150939,2260.6025940293957,1.8428208586271004
1,,176,-1066655.710765195,78374.0207807576,2099.9999999999854,-3129.0502325089737,2272.6088035697744,13.437829233375364
1,,177,-1066653.7601232214,78362.1803839783,2112.0000000000086,-3126.1830553364875,2284.94657909614,24.448729132215764
1,,178,-1066651.809481248,78350.339987199,2123.999999999994,-3120.727303299602,2298.128583127683,27.615697866665013
1,,179,-1066649.8588392744,78338.49959041971,2136.0000000000027,-3114.4496679868257,2311.6714301370985,35.220351583483996
1,,180,-1066647.908197301,78326.65919364041,2147.999999999988,-3105.978214077157,2326.3603896422264,1.9219638278870244
1,,181,-1066645.9575553273,78314.81879686112,2160.0000000000114,-3105.575527863472,2338.3671442489986,28.03255145211671
1,,182,-1066644.006913354,78302.97840008182,2171.999999999997,-3099.186267053946,2351.96209381462,4.214669842845742
1,,183,-1066642.0562713803,78291.13800330253,2184.0000000000055,-3098.301953067029,2363.994633497815,-5.265461426684212
1,,184,-1066640.1056294069,78279.29760652324,2195.999999999991,-3099.4078638229053,2376.045485691731,58.72744182240128
1,,185,-1066638.1549874332,78267.45720974394,2208.000000000014,-3079.6500197398905,2399.1619820268,-6.664394012090144
1,,186,-1066636.2043454598,78255.61681296464,2219.9999999999995,-3081.05213609682,2411.2436181030116,-19.733956433629483
1,,187,-1066634.2537034862,78243.77641618536,2232.000000000008,-3085.356783411418,2423.9923430786034,-1.5254938526976425
1,,188,-1066632.3030615128,78231.93601940606,2243.9999999999936,-3085.6763576141325,2435.9965976439935,41.794014500380136
1,,189,-1066630.3524195391,78220.09562262676,2256.000000000017,-3074.9493748632817,2452.0921920392807,24.539790326106342
1,,190,-1066628.4017775657,78208.25522584748,2267.9999999999877,-3069.4705921532304,2465.2837446387007,12.114077611368806
1,,191,-1066626.451135592,78196.41482906818,2280.000000000011,-3066.894930984637,2477.557050242977,33.526293646775336
1,,192,-1066624.5004936187,78184.57443228888,2291.9999999999964,-3058.9443823709435,2491.9518834569585,69.7765134244867
1,,193,-1066622.549851645,78172.73403550958,2304.0000000000196,-3026.3705477779,2526.6657812515814,18.376466270075838
1,,194,-1066620.5992096716,78160.8936387303,2315.9999999999905,-3022.3841526617684,2539.3105962372274,13.658799199327659
1,,195,-1066618.648567698,78149.053241951,2328.0000000000136,-3019.468008248761,2551.659843106493,1.312841787199694
1,,196,-1066616.6979257246,78137.2128451717,2339.999999999999,-3019.1929991773163,2563.6629939423788,-11.870910760404854
1,,197,-1066614.747283751,78125.3724483924,2352.0000000000223,-3021.7154334967527,2575.925239858051,-8.812056790943155
1,,198,-1066612.7966417775,78113.53205161312,2363.999999999993,-3023.575717415928,2588.0685777953418,-5.5429402000052725
1,,199,-1066610.8459998039,78101.69165483382,2376.0000000000164,-3024.740263408316,2600.1249523486204,20.665307400445748
1,,200,-1066608.8953578304,78089.85125805452,2388.000000000002,-3020.2141428428336,2612.9501528294286,15.616639928257145
1,,201,-1066606.9447158568,78078.01086127524,2400.0000000000105,-3016.8599255991417,2625.410119655953,10.380183266741811
1,,202,-1066604.9940738834,78066.17046449594,2411.999999999996,-3014.6618034047137,2637.6097811750806,9.806799009550488
1,,203,-1066603.0434319098,78054.33006771664,2424.000000000019,-3012.5875769949444,2649.78772908101,30.782960520786656
1,,204,-1066601.0927899363,78042.48967093734,2436.0000000000045,-3005.438977375811,2663.7556378906465,-10.951391688513871
1,,205,-1066599.1421479627,78030.64927415806,2448.000000000013,-3007.7609776669256,2675.978227033383,-46.92374443832322
1,,206,-1066597.1915059893,78018.80887737876,2459.9999999999986,-3020.5951140147176,2693.548516040493,37.094743251377146
1,,207,-1066595.2408640157,78006.96848059946,2472.000000000022,-3011.5213158792167,2708.5929107642555,47.13970393615233
1,,208,-1066593.2902220422,77995.12808382016,2484.0000000000073,-2998.5898190809085,2726.2344415777734,35.49516682440255
1,,209,-1066591.3395800686,77983.28768704088,2496.000000000016,-2990.0318294558574,2740.973477720707,-41.63813881376265
1,,210,-1066589.3889380952,77971.44729026158,2508.0000000000014,-3000.70022069343,2757.030082953369,37.85789470963411
1,,211,-1066587.4382961215,77959.60689348228,2520.0000000000246,-2991.372630261833,2772.228896830122,29.158771561708907
1,,212,-1066585.4876541481,77947.766496703,2531.9999999999955,-2984.677384340454,2785.9703057079278,-16.652321786400954
1,,213,-1066583.5370121745,77935.9260999237,2544.0000000000186,-2988.2666750874305,2798.495600437669,35.104740299398834
1,,214,-1066581.586370201,77924.0857031444,2556.000000000004,-2979.831450549379,2813.163695508502,46.974572671510536
1,,215,-1066579.6357282274,77912.2453063651,2568.0000000000273,-2966.9744702459598,2830.750677697697,32.08462021932385
1,,216,-1066577.685086254,77900.40490958582,2579.999999999998,-2959.451372343122,2844.9139048036564,4.472092997676075
1,,217,-1066575.7344442804,77888.56451280652,2592.0000000000214,-2958.5128326677873,2856.950551210473,-6.740987536351984
1,,218,-1066573.783802307,77876.72411602722,2604.000000000007,-2959.931212291022,2869.0340854929273,-2.800890190376634
1,,219,-1066571.8331603336,77864.88371924793,2615.9999999999923,-2960.5182970912183,2881.0484380998,21.213674712071526
1,,220,-1066569.88251836,77853.04332246864,2628.000000000001,-2955.860508626824,2893.920694831984,5.92936181362486
1,,221,-1066567.9318763865,77841.20292568934,2639.9999999999864,-2954.6142137329493,2905.98524003527,24.453340087465083
1,,222,-1066565.9812344129,77829.36252891005,2652.0000000000095,-2949.15729632077,2919.1677264336663,70.5389543890213
1,,223,-1066564.0305924395,77817.52213213075,2663.999999999995,-2915.196981717618,2955.185818664442,12.09195796404514
1,,224,-1066562.0799504658,77805.68173535146,2676.0000000000036,-2912.6261663040245,2967.45810825893,-19.939908686653318
1,,225,-1066560.1293084924,77793.84133857217,2687.999999999989,-2916.979561798297,2980.223375679913,-20.339910388671704
1,,226,-1066558.1786665188,77782.00094179287,2700.0000000000123,-2921.428001621368,2993.021368368614,-28.72860740582708
1,,227,-1066556.2280245454,77770.16054501358,2711.999999999983,-2928.0055992612047,3006.7058409821598,-1.8151188515148264
1,,228,-1066554.2773825717,77758.32014823428,2724.0000000000064,-2928.385884092193,3018.711865159765,-3.8888305656743314
1,,229,-1066552.3267405983,77746.47975145499,2735.999999999992,-2929.201611858716,3030.739558695465,0.03171091770106156
1,,230,-1066550.3760986247,77734.63935467569,2748.000000000015,-2929.1949703389655,3042.7395605333954,0.4491985707938371
1,,231,-1066548.4254566513,77722.7989578964,2759.999999999986,-2929.1008884826942,3054.739929335852,-5.318315652455565
1,,232,-1066546.4748146776,77710.9585611171,2772.000000000009,-2930.217963973152,3066.7918112491443,-3.1005303477187804
1,,233,-1066544.5241727042,77699.11816433781,2783.9999999999945,-2930.867972143814,3078.8094029638587,-1.2923062932436795
1,,234,-1066542.5735307306,77687.27776755852,2796.000000000003,-2931.138678047733,3090.812455979097,3.0700534676953075
1,,235,-1066540.6228887571,77675.43737077923,2807.9999999999886,-2930.495071484607,3102.8297031433917,11.167057356590776
1,,236,-1066538.6722467835,77663.59697399993,2820.000000000012,-2928.1261766784414,3115.061287775124,30.083851948229952
1,,237,-1066536.72160481,77651.75657722063,2831.9999999999973,-2921.1745377482057,3128.929426937103,3.0678972330657497
1,,238,-1066534.7709628365,77639.91618044135,2844.000000000006,-2920.531384083961,3140.9466498540687,-3.034342491566846
1,,239,-1066532.820320863,77628.07578366205,2855.9999999999914,-2921.167490092626,3152.9634976459774,-67.4938409608515
1,,240,-1066530.8696788894,77616.23538688275,2868.0000000000146,-2950.1292468232064,3184.312873284447,-11.378756742323132
1,,241,-1066528.919036916,77604.39499010345,2880.0,-2952.544241534663,3196.5534696529257,-49.10410987561264
